0.001 0.0240013 0.0240003
0.0011 0.0240015 0.0240004
0.00121 0.0240016 0.0240004
0.001331 0.0240018 0.0240004
0.0014641 0.0240019 0.0240005
0.00161051 0.0240021 0.0240005
0.00177156 0.0240023 0.0240006
0.00194872 0.0240026 0.0240006
0.00214359 0.0240028 0.0240007
0.00235795 0.0240031 0.0240008
0.00259374 0.0240034 0.0240008
0.00285312 0.0240038 0.0240009
0.00313843 0.0240042 0.024001
0.00345227 0.0240046 0.0240011
0.0037975 0.024005 0.0240012
0.00417725 0.0240055 0.0240014
0.00459497 0.0240061 0.0240015
0.00505447 0.0240067 0.0240016
0.00555992 0.0240074 0.0240018
0.00611591 0.0240081 0.024002
0.0067275 0.0240089 0.0240022
0.00740025 0.0240098 0.0240024
0.00814027 0.0240108 0.0240026
0.0089543 0.0240119 0.0240029
0.00984973 0.0240131 0.0240032
0.0108347 0.0240144 0.0240035
0.0119182 0.0240158 0.0240039
0.01311 0.0240174 0.0240043
0.014421 0.0240191 0.0240047
0.0158631 0.024021 0.0240052
0.0174494 0.0240231 0.0240057
0.0191943 0.0240254 0.0240062
0.0211138 0.024028 0.0240069
0.0232252 0.0240308 0.0240075
0.0255477 0.0240339 0.0240083
0.0281024 0.0240372 0.0240091
0.0309127 0.024041 0.02401
0.0340039 0.0240451 0.0240111
0.0374043 0.0240496 0.0240122
0.0411448 0.0240545 0.0240134
0.0452593 0.02406 0.0240147
0.0497852 0.024066 0.0240162
0.0547637 0.0240726 0.0240178
0.0602401 0.0240798 0.0240196
0.0662641 0.0240878 0.0240215
0.0728905 0.0240966 0.0240237
0.0801795 0.0241062 0.0240261
0.0881975 0.0241169 0.0240287
0.0970172 0.0241285 0.0240315
0.106719 0.0241414 0.0240347
0.117391 0.0241555 0.0240382
0.12913 0.0241711 0.024042
0.142043 0.0241882 0.0240462
0.156247 0.024207 0.0240508
0.171872 0.0242277 0.0240559
0.189059 0.0242505 0.0240614
0.207965 0.0242756 0.0240676
0.228762 0.0243031 0.0240743
0.251638 0.0243334 0.0240818
0.276801 0.0243668 0.02409
0.304482 0.0244034 0.024099
0.33493 0.0244438 0.0241089
0.368423 0.0244882 0.0241197
0.405265 0.024537 0.0241317
0.445792 0.0245907 0.0241449
0.490371 0.0246497 0.0241594
0.539408 0.0247147 0.0241753
0.593349 0.0247862 0.0241928
0.652683 0.0248648 0.0242121
0.717952 0.0249513 0.0242333
0.789747 0.0250464 0.0242567
0.868722 0.0251511 0.0242823
0.955594 0.0252662 0.0243106
1.05115 0.0253928 0.0243416
1.15627 0.0255321 0.0243758
1.2719 0.0256853 0.0244134
1.39908 0.0258538 0.0244547
1.53899 0.0260392 0.0245002
1.69289 0.0262431 0.0245502
1.86218 0.0264674 0.0246052
2.0484 0.0267141 0.0246657
2.25324 0.0269855 0.0247323
2.47856 0.0272841 0.0248055
2.72642 0.0276125 0.0248861
2.99906 0.0279738 0.0249747
3.29897 0.0283711 0.0250722
3.62887 0.0288082 0.0251794
3.99175 0.0292891 0.0252973
4.39093 0.029818 0.0254271
4.83002 0.0303998 0.0255698
5.31302 0.0310398 0.0257267
5.84432 0.0317437 0.0258994
6.42876 0.0325181 0.0260893
7.07163 0.0333699 0.0262983
7.7788 0.0343069 0.0265281
8.55668 0.0353376 0.0267809
9.41234 0.0364714 0.027059
10.3536 0.0377185 0.0273649
11.3889 0.0390903 0.0277014
12.5278 0.0405994 0.0280715
13.7806 0.0422593 0.0284787
15.1587 0.0440852 0.0289266
16.6745 0.0460938 0.0294192
18.342 0.0483031 0.0299611
20.1762 0.0507335 0.0305573
22.1938 0.0534068 0.031213
24.4132 0.0563475 0.0319343
26.8545 0.0595822 0.0327277
29.54 0.0631405 0.0336005
32.494 0.0670545 0.0345605
35.7434 0.07136 0.0356166
39.3177 0.0760959 0.0367783
43.2495 0.0813055 0.0380561
47.5744 0.0870361 0.0394617
52.3319 0.0933397 0.0410079
57.565 0.100274 0.0427086
63.3215 0.107901 0.0445795
69.6537 0.116291 0.0466375
76.6191 0.12552 0.0489012
84.281 0.135672 0.0513913
92.7091 0.14684 0.0541304
101.98 0.159123 0.0571435
112.178 0.172636 0.0604578
123.396 0.187499 0.0641036
135.735 0.203849 0.068114
149.309 0.221834 0.0725254
164.24 0.241618 0.0773779
180.664 0.263379 0.0827157
198.73 0.287317 0.0885873
218.603 0.313649 0.095046
240.463 0.342614 0.102151
264.51 0.374475 0.109966
290.961 0.409523 0.118562
320.057 0.448075 0.128018
352.063 0.490483 0.13842
387.269 0.537131 0.149862
425.996 0.588444 0.162449
468.595 0.644889 0.176293
515.455 0.706978 0.191523
567 0.775275 0.208275
623.7 0.850403 0.226703
686.07 0.933043 0.246973
754.677 1.02395 0.26927
830.145 1.12394 0.293797
913.16 1.23394 0.320777
